,BAC US Equity,CVX US Equity,CSCO US Equity,COP US Equity,GE US Equity,GS US Equity,JPM US Equity,JNJ US Equity,MSFT US Equity,PEP US Equity,PG US Equity,SLB US Equity,GOOGL US Equity,III LN Equity,AHT LN Equity,ABF LN Equity,AZN LN Equity,BAB LN Equity,BATS LN Equity,CCL LN Equity,DCC LN Equity,EXPN LN Equity,GLEN LN Equity,IAG LN Equity,LLOY LN Equity,MERL LN Equity,PSN LN Equity,PFG LN Equity,PRU LN Equity,REL LN Equity,RIO LN Equity,SDR LN Equity,ULVR LN Equity,VOD LN Equity,WPP LN Equity,BRFS US Equity,UGP US Equity,GGB US Equity,BAK US Equity,FBR US Equity,GOL US Equity,GFA US Equity,2388 HK Equity,1 HK Equity,939 HK Equity
2016-08-05,15.05,100.51,31.04,40.6,31.28,162.09,66.3,124.24,57.96,108.66,85.78,81.2,806.93,632,1197,2913,5220,977,4831.5,3683,6790,1463,191.85,395.7,53.15,475,1723,2745,1377.5,1431,2484.5,2668,3541.5,233.75,1745,16.52,22.82,2.67,13.14,5.86,17.66,1.35,25.45,92.5,5.38
2016-08-06,15.05,100.51,31.04,40.6,31.28,162.09,66.3,124.24,57.96,108.66,85.78,81.2,806.93,632,1197,2913,5220,977,4831.5,3683,6790,1463,191.85,395.7,53.15,475,1723,2745,1377.5,1431,2484.5,2668,3541.5,233.75,1745,16.52,22.82,2.67,13.14,5.86,17.66,1.35,25.45,92.5,5.38
2016-08-07,15.05,100.51,31.04,40.6,31.28,162.09,66.3,124.24,57.96,108.66,85.78,81.2,806.93,632,1197,2913,5220,977,4831.5,3683,6790,1463,191.85,395.7,53.15,475,1723,2745,1377.5,1431,2484.5,2668,3541.5,233.75,1745,16.52,22.82,2.67,13.14,5.86,17.66,1.35,25.45,92.5,5.38
2016-08-08,15.13,101.2,31.01,41.56,31.27,162.83,66.1,123.65,58.06,108.14,85.76,82.5,805.23,634,1201,2903,5190,981.5,4759.5,3676,6810,1472,195.25,399.9,54.55,468.6,1694,2799,1393.5,1419,2525.5,2708,3519.5,233.2,1734,16.85,23.23,2.54,13.15,6.19,17.08,1.3,26.05,94.15,5.44
2016-08-09,15.19,101.32,30.94,41.24,31.3,163.44,65.87,123.43,58.2,108.28,85.99,81.83,807.48,632,1204,2945,5177,985,4800,3589,6850,1491,195.95,407.2,55.04,475.5,1702,2825,1392,1447,2525,2727,3571.5,234.2,1752,17.06,23.36,2.58,13.11,6.17,17.34,1.36,26.1,94.25,5.47
2016-08-10,14.81,100.14,30.85,40.6,31.27,162.19,65.28,123.36,58.02,108.82,86.31,80.85,808.49,625,1217,2930,5160,995,4858.5,3574,6880,1503,195.25,402.5,55.49,474.8,1695,2817,1423,1455,2501,2719,3553.5,233.1,1769,16.77,23.02,2.7,13.14,6.23,18,1.35,26.05,93.95,5.54
2016-08-11,14.88,101.4,30.95,41.39,31.29,163.86,65.46,123.77,58.3,108.48,86.73,81.5,808.2,640,1222,2949,5161,1007,4985,3644,7040,1527,200,398.4,55.22,480.3,1697,2826,1423.5,1468,2489,2743,3641.5,237.4,1780,16.92,23.83,2.84,13.43,6.34,18.29,1.37,26.2,93.25,5.66
2016-08-12,14.91,102.16,30.87,41.37,31.24,163.25,65.32,123.22,57.94,108.59,87.04,81.2,807.05,634,1226,2992,5105,1016,4971,3629,6970,1534,196.15,407.6,55.4,477.7,1712,2837,1426.5,1465,2409,2786,3629,238.85,1777,16.93,23.49,2.79,12.85,6.28,19.2,1.29,26.4,95.75,5.69
2016-08-13,14.91,102.16,30.87,41.37,31.24,163.25,65.32,123.22,57.94,108.59,87.04,81.2,807.05,634,1226,2992,5105,1016,4971,3629,6970,1534,196.15,407.6,55.4,477.7,1712,2837,1426.5,1465,2409,2786,3629,238.85,1777,16.93,23.49,2.79,12.85,6.28,19.2,1.29,26.4,95.75,5.69
2016-08-14,14.91,102.16,30.87,41.37,31.24,163.25,65.32,123.22,57.94,108.59,87.04,81.2,807.05,634,1226,2992,5105,1016,4971,3629,6970,1534,196.15,407.6,55.4,477.7,1712,2837,1426.5,1465,2409,2786,3629,238.85,1777,16.93,23.49,2.79,12.85,6.28,19.2,1.29,26.4,95.75,5.69
2016-08-15,15.02,102.77,31.19,42.18,31.24,165.55,65.72,122.31,58.12,108.72,87.02,82.04,805.96,633.5,1245,2997,5144,1021,4981,3651,7020,1541,193,402.8,54.5,480.5,1733,2834,1442.5,1471,2435.5,2804,3641.5,239.7,1784,17.19,24.1,3,13.83,6.4,19.63,1.25,26.55,97.8,5.74
2016-08-16,15.17,102.62,31.12,42.86,31.19,165.65,65.71,120.33,57.44,108,86.58,81.92,801.19,625,1232,2982,5097,1014,4968,3623,6990,1518,196.9,394.3,53.95,478.1,1736,2835,1415.5,1451,2486.5,2785,3610.5,236.45,1764,17.19,24.37,2.96,13.49,6.38,20.4,1.27,26.4,97.8,5.74
2016-08-17,15.15,102.22,30.72,43.2,31.29,165.67,65.89,121.31,57.56,108.47,86.96,82.21,805.42,621,1228,2972,5069,1021,4947,3646,7000,1506,192.6,385.2,53.48,479.9,1748,2834,1397.5,1442,2436.5,2749,3614,235.35,1760,16.81,24.48,3.04,13.5,6.41,19.93,1.37,26.05,98.4,5.71
2016-08-18,15.16,103.55,30.48,43.59,31.43,166.06,65.95,120.72,57.6,108.28,87.44,83.86,802.75,624,1229,2991,5046,1031,4834,3617,7125,1513,196.2,389.1,53.87,485.2,1777,2885,1396.5,1454,2465,2762,3598.5,236,1764,16.69,23.94,3.15,13.32,6.46,21.09,1.49,26.15,98.15,5.74
2016-08-19,15.22,102.32,30.52,43.32,31.25,166.23,65.86,119.92,57.62,108.17,87.31,83.31,799.65,622.5,1206,2979,5058,1030,4872.5,3628,7150,1505,188.55,384.9,55.24,486,1748,2862,1383,1454,2446,2731,3606.5,235.05,1760,16.77,23.92,3.14,13.65,6.52,20.23,1.65,26.05,97.25,5.75
2016-08-20,15.22,102.32,30.52,43.32,31.25,166.23,65.86,119.92,57.62,108.17,87.31,83.31,799.65,622.5,1206,2979,5058,1030,4872.5,3628,7150,1505,188.55,384.9,55.24,486,1748,2862,1383,1454,2446,2731,3606.5,235.05,1760,16.77,23.92,3.14,13.65,6.52,20.23,1.65,26.05,97.25,5.75
2016-08-21,15.22,102.32,30.52,43.32,31.25,166.23,65.86,119.92,57.62,108.17,87.31,83.31,799.65,622.5,1206,2979,5058,1030,4872.5,3628,7150,1505,188.55,384.9,55.24,486,1748,2862,1383,1454,2446,2731,3606.5,235.05,1760,16.77,23.92,3.14,13.65,6.52,20.23,1.65,26.05,97.25,5.75
2016-08-22,15.18,101.94,30.63,42.63,31.32,166.26,65.8,119.13,57.67,107.96,86.85,82.05,796.95,625,1215,2983,5091,1030,4889,3633,7040,1507,184.35,390.1,55.54,485.7,1794,2916,1381,1449,2386.5,2728,3565.5,233.65,1739,16.63,23.47,2.96,13.42,6.32,19.22,1.61,26.3,98.05,5.79
2016-08-23,15.35,101.68,30.98,43.22,31.23,166.08,65.77,119.44,57.89,107.88,87.4,81.75,796.59,623.5,1243,3001,5062,1036,4850.5,3685,7055,1520,189.8,393.3,57.59,488.6,1870,2952,1397.5,1457,2450,2752,3563,235.05,1747,16.63,23.46,2.96,13.87,6.74,20.13,1.56,26.1,99,5.79
2016-08-24,15.4,102.2,31.06,42.96,31.22,165.3,65.95,118.71,57.95,108.11,87.31,81.33,793.6,620,1240,2968,5080,1033,4800.5,3664,7060,1513,184,401.7,59.27,484,1911,2964,1380,1443,2390,2759,3526.5,233.3,1780,16.76,23.27,2.78,13.8,6.67,19.12,1.63,26.1,98.8,5.74
2016-08-25,15.53,101.89,31.29,42.78,31.21,165.9,66.07,118.57,58.17,107.88,87.9,81.34,791.3,613,1257,2952,5011,1029,4816,3622,6990,1510,179.25,394.3,58.37,477.4,1881,2981,1360.5,1443,2389,2745,3559.5,232.15,1803,16.79,22.97,2.79,13.47,6.49,19.34,1.495,25.85,98,5.82
2016-08-26,15.79,101.32,31.35,42.3,31.23,165.97,66.22,119.04,58.03,107.45,87.58,80.9,793.22,613,1255,2950,4955,1033,4810,3637,7005,1521,185,392,58.01,481.7,1883,3007,1353.5,1445,2467.5,2755,3569,233.05,1796,16.47,22.66,2.77,13.19,6.56,18.89,1.46,26,98.75,5.77
2016-08-27,15.79,101.32,31.35,42.3,31.23,165.97,66.22,119.04,58.03,107.45,87.58,80.9,793.22,613,1255,2950,4955,1033,4810,3637,7005,1521,185,392,58.01,481.7,1883,3007,1353.5,1445,2467.5,2755,3569,233.05,1796,16.47,22.66,2.77,13.19,6.56,18.89,1.46,26,98.75,5.77
2016-08-28,15.79,101.32,31.35,42.3,31.23,165.97,66.22,119.04,58.03,107.45,87.58,80.9,793.22,613,1255,2950,4955,1033,4810,3637,7005,1521,185,392,58.01,481.7,1883,3007,1353.5,1445,2467.5,2755,3569,233.05,1796,16.47,22.66,2.77,13.19,6.56,18.89,1.46,26,98.75,5.77
2016-08-29,15.84,102.05,31.58,42.35,31.36,166.87,66.95,119.92,58.1,107.99,88.3,81.14,795.82,613,1255,2950,4955,1033,4810,3637,7005,1521,185,392,58.01,481.7,1883,3007,1353.5,1445,2467.5,2755,3569,233.05,1796,16.72,23.34,2.84,13.62,6.83,19.4,1.41,25.95,98.85,5.74
2016-08-30,16.19,101.7,31.54,42.23,31.37,169.37,67.5,119.47,57.89,107.21,87.54,80.64,791.92,619,1277,3051,5002,1032,4754.5,3658,6950,1523,177.05,392.8,58.86,480.2,1833,2988,1358,1447,2350.5,2756,3569.5,230.55,1790,16.67,23.08,2.79,14.25,6.86,19.52,1.42,26.1,99.15,5.81
2016-08-31,16.14,100.58,31.44,41.05,31.24,169.46,67.5,119.34,57.46,106.75,87.31,79,789.85,614.5,1265,3041,4909,1046,4725,3654,6930,1514,174.05,383,59.35,480.1,1824,3006,1363.5,1445,2301,2784,3529,229.85,1756,16.73,22.92,2.76,14.82,6.86,19.52,1.46,27.15,99.7,5.8
2016-09-01,15.98,100.21,31.58,40.6,31.2,168.51,67.21,119.08,57.59,107.29,88.31,78.96,791.4,630.5,1268,3100,4821,1056,4713.5,3666,6870,1501,177.1,390.1,60.64,482.1,1870,3062,1364.5,1436,2299,2806,3527.5,223.35,1764,16.47,22.29,2.7,15.09,7.05,19.53,1.44,27.6,99.55,5.9
2016-09-02,16,100.93,31.83,40.92,31.29,169.18,67.49,119.32,57.67,107.87,88.2,78.55,796.87,642.5,1284,3155,4938.5,1090,4866,3515,6985,1545,181.75,392.8,60.95,490.2,1860,3100,1408.5,1461,2327,2835,3663,228.55,1782,16.84,22.45,2.89,15.08,7,21.34,1.49,27.6,102.8,5.93
2016-09-03,16,100.93,31.83,40.92,31.29,169.18,67.49,119.32,57.67,107.87,88.2,78.55,796.87,642.5,1284,3155,4938.5,1090,4866,3515,6985,1545,181.75,392.8,60.95,490.2,1860,3100,1408.5,1461,2327,2835,3663,228.55,1782,16.84,22.45,2.89,15.08,7,21.34,1.49,27.6,102.8,5.93
2016-09-04,16,100.93,31.83,40.92,31.29,169.18,67.49,119.32,57.67,107.87,88.2,78.55,796.87,642.5,1284,3155,4938.5,1090,4866,3515,6985,1545,181.75,392.8,60.95,490.2,1860,3100,1408.5,1461,2327,2835,3663,228.55,1782,16.84,22.45,2.89,15.08,7,21.34,1.49,27.6,102.8,5.93
2016-09-05,16,100.93,31.83,40.92,31.29,169.18,67.49,119.32,57.67,107.87,88.2,78.55,796.87,640.5,1272,3144,4903,1082,4803.5,3502,7005,1537,181.3,392.3,59.65,487.7,1838,3028,1402,1465,2327,2824,3649.5,227.1,1790,16.84,22.45,2.89,15.08,7,21.34,1.49,28.15,103.2,5.99
2016-09-06,15.78,102.43,31.87,41,31.05,169.33,67.44,119.75,57.61,107.92,88.64,78.78,808.02,633,1258,3165,4866,1080,4774,3440,6960,1524,183.25,398.9,58.08,486.2,1870,2988,1401,1455,2323,2785,3616,224.45,1797,17.28,22.69,2.96,15.01,7.04,22.2,1.47,28.35,102.2,6.07
2016-09-07,15.7,102.88,31.79,41.48,31.06,169.67,67.16,119.61,57.66,107.21,87.95,78.61,807.99,630.5,1300,3169,4877,1094,4818.5,3395,6915,1543,186.3,406,57.62,488.3,1832,2958,1405,1470,2334,2774,3621,223.5,1809,17.27,22.77,2.91,15.06,7.05,22.73,1.48,28.35,102.1,6.01
2016-09-08,15.86,104.12,31.47,43.28,31.04,171.66,67.25,119.47,57.43,106.88,87.78,79.38,802.84,637.5,1290,3172,4866.5,1105,4782.5,3389,6925,1542,185.65,422.1,58.86,489.7,1853,3044,1398,1457,2369.5,2793,3587.5,222.9,1790,17.47,22.94,2.99,14.85,7.11,23.9,1.59,28.8,102.2,6.03
2016-09-09,15.74,101.27,30.85,42.25,30.11,168.57,66.65,118.23,56.21,104.05,86.24,77.56,788.48,626,1233,3156,4819,1081,4695.5,3349,6745,1516,184.85,421.3,59.31,477.5,1816,3039,1400,1427,2350,2744,3530,221.3,1770,16.64,21.65,2.76,14.16,7.13,21.73,1.46,29.35,102.3,6.1
2016-09-10,15.74,101.27,30.85,42.25,30.11,168.57,66.65,118.23,56.21,104.05,86.24,77.56,788.48,626,1233,3156,4819,1081,4695.5,3349,6745,1516,184.85,421.3,59.31,477.5,1816,3039,1400,1427,2350,2744,3530,221.3,1770,16.64,21.65,2.76,14.16,7.13,21.73,1.46,29.35,102.3,6.1
2016-09-11,15.74,101.27,30.85,42.25,30.11,168.57,66.65,118.23,56.21,104.05,86.24,77.56,788.48,626,1233,3156,4819,1081,4695.5,3349,6745,1516,184.85,421.3,59.31,477.5,1816,3039,1400,1427,2350,2744,3530,221.3,1770,16.64,21.65,2.76,14.16,7.13,21.73,1.46,29.35,102.3,6.1
2016-09-12,15.9,102.25,31.44,42.67,30.49,171.06,67.06,119.16,57.05,106.02,88.25,78.8,798.82,617.5,1219,2815,4858,1075,4698,3372,6740,1509,180.85,417.1,56.97,469.6,1795,2976,1368,1414,2294.5,2683,3505,222.4,1749,16.61,21.99,2.86,14.51,7.28,21.17,1.44,28.7,99.5,5.77
2016-09-13,15.72,99.43,31.06,41.01,29.85,167,66.53,117.61,56.53,104.59,87.05,77.08,788.72,616,1204,2740,4867,1073,4708.5,3453,6745,1503,177.05,419.7,56.39,469.8,1790,2906,1333.5,1420,2257,2695,3521.5,220.25,1754,16.01,21.25,2.57,13.81,7.26,19.62,1.38,28.6,99.25,5.77
2016-09-14,15.63,98.42,31,39.99,29.7,166.16,66.4,117.86,56.26,105.05,87.01,76.37,790.46,626.5,1211,2759,4952,1084,4674,3469,6815,1514,181.45,414.4,56.82,470.2,1748,2902,1346.5,1418,2277,2705,3514,219.5,1757,15.97,21.17,2.59,13.69,7.19,19.19,1.4,28.75,99.7,5.79
2016-09-15,15.67,99.5,31.31,40.03,29.75,168.08,66.64,118.63,57.19,105.48,88.06,76.8,801.23,634.5,1234,2726,4994,1099,4733,3501,6905,1545,183,419,56.73,473.5,1772,2910,1364.5,1437,2297,2720,3546.5,219.65,1776,16.12,21.49,2.62,14.01,7.21,19.63,1.45,29.05,99.85,5.81
2016-09-16,15.49,97.84,30.84,39.87,29.68,166,65.82,118.25,57.25,105.28,88.05,76.33,797.97,631.5,1229,2711,5095,1089,4713,3500,6820,1538,185,418.9,56.51,473.4,1748,2963,1349.5,1430,2279.5,2679,3516.5,218.55,1759,16.02,21.34,2.55,14.15,7.2,18.38,1.44,29.05,99.85,5.81
2016-09-17,15.49,97.84,30.84,39.87,29.68,166,65.82,118.25,57.25,105.28,88.05,76.33,797.97,631.5,1229,2711,5095,1089,4713,3500,6820,1538,185,418.9,56.51,473.4,1748,2963,1349.5,1430,2279.5,2679,3516.5,218.55,1759,16.02,21.34,2.55,14.15,7.2,18.38,1.44,29.05,99.85,5.81
2016-09-18,15.49,97.84,30.84,39.87,29.68,166,65.82,118.25,57.25,105.28,88.05,76.33,797.97,631.5,1229,2711,5095,1089,4713,3500,6820,1538,185,418.9,56.51,473.4,1748,2963,1349.5,1430,2279.5,2679,3516.5,218.55,1759,16.02,21.34,2.55,14.15,7.2,18.38,1.44,29.05,99.85,5.81
2016-09-19,15.59,98.04,31.02,39.28,29.43,166.21,66.19,117.66,56.93,105.67,88.37,75.96,795.39,640.5,1238,2723,5079,1098,4762.5,3514,6875,1564,196.5,415.8,57,477.4,1772,2989,1376,1451,2359,2720,3583.5,221.35,1798,16.35,21.58,2.55,14.19,7.17,18.24,1.45,27.65,101.2,5.89
2016-09-20,15.6,97.7,31.1,39.01,29.67,166.47,66.46,117.95,56.81,106.3,88.58,75.37,799.78,644,1216,2713,5112,1099,4812.5,3540,6940,1563,197,401,56.44,480,1766,2960,1370.5,1468,2360,2707,3579,222.7,1804,16.45,21.79,2.54,13.98,6.95,17.91,1.46,27.2,99.6,5.93
2016-09-21,15.65,99.63,31.36,40.06,29.85,167.03,66.84,118.91,57.76,107.13,87.8,76.56,805.03,649,1182,2677,5066,1094,4796,3502,6900,1558,197.1,403,57.1,473,1781,2984,1394,1449,2411,2739,3549,224,1810,16.95,21.92,2.71,14.25,6.83,19.49,1.53,27,99.7,5.98
2016-09-22,15.6,99.98,31.66,41.02,30.04,168.02,67.39,119.46,57.82,107.82,88.99,77.01,815.95,652.5,1198,2706,5157,1092,4863,3540,6945,1578,207.9,408.1,57.15,473.8,1797,3012,1415,1460,2490,2754,3625.5,223.5,1832,17.02,21.77,2.67,13.99,6.5,21.08,1.59,27.25,100.4,5.98
2016-09-23,15.52,99.22,31.34,39.94,29.89,165.13,67.25,118.81,57.43,107.34,87.76,75.92,814.96,645,1230,2665,5170,1094,4939,3606,6980,1569,211.5,405.8,55.98,470,1838,2967,1408,1464,2519,2740,3631.5,220.7,1822,16.89,21.74,2.67,14.16,6.87,20.58,1.55,26.8,100.3,5.93
2016-09-24,15.52,99.22,31.34,39.94,29.89,165.13,67.25,118.81,57.43,107.34,87.76,75.92,814.96,645,1230,2665,5170,1094,4939,3606,6980,1569,211.5,405.8,55.98,470,1838,2967,1408,1464,2519,2740,3631.5,220.7,1822,16.89,21.74,2.67,14.16,6.87,20.58,1.55,26.8,100.3,5.93
2016-09-25,15.52,99.22,31.34,39.94,29.89,165.13,67.25,118.81,57.43,107.34,87.76,75.92,814.96,645,1230,2665,5170,1094,4939,3606,6980,1569,211.5,405.8,55.98,470,1838,2967,1408,1464,2519,2740,3631.5,220.7,1822,16.89,21.74,2.67,14.16,6.87,20.58,1.55,26.8,100.3,5.93
2016-09-26,15.09,98.78,31.07,40.02,29.54,161.48,65.78,117.78,56.9,107.03,87.85,75.58,802.65,639.5,1201,2625,5099,1082,4885,3555,6825,1550,209.75,394.5,54.25,463.1,1764,2883,1376,1450,2483.5,2677,3599.5,220.2,1777,16.74,21.56,2.64,14.03,6.7,19.73,1.58,26.2,99.2,5.79
2016-09-27,15.29,98.98,31.48,39.43,29.88,162.89,66.36,119.22,57.95,107.49,88.36,75.33,810.73,637,1219,2599,5058,1079,4898,3726,6850,1544,208.25,394.8,54.64,469.4,1784,2879,1360.5,1443,2460,2657,3640.5,221.05,1787,17.06,21.83,2.66,14.22,6.81,19.57,1.59,26.45,99,5.86
2016-09-28,15.38,102.15,31.5,42.18,29.9,163.45,66.71,119.39,58.03,107.38,89.46,78.01,810.06,640.5,1233,2587,5122,1087,4943.5,3745,6885,1551,209.35,399,55.53,469.6,1806,2930,1380,1455,2525.5,2673,3655.5,223.1,1819,17.16,22.09,2.79,15.7,6.98,20.06,1.57,26.2,99.35,5.84
2016-09-29,15.16,101.27,31.39,43.66,29.53,158.95,65.65,117.27,57.4,107.76,88.23,77.37,802.64,650,1249,2605,5026,1046,4946.5,3743,6930,1552,215.85,394.5,55.49,442.1,1741,2990,1390.5,1465,2634,2700,3651.5,222.5,1823,16.76,21.67,2.73,15.74,7.02,19.23,1.53,26.4,99.7,5.89
2016-09-30,15.65,102.92,31.72,43.47,29.62,161.27,66.59,118.13,57.6,108.77,89.75,78.64,804.06,650.5,1271,2600,5004,1035,4930,3768,7025,1544,212.15,398.8,54.55,439.6,1815,3033,1366.5,1463,2574.5,2696,3654.5,221.75,1814,17.06,21.89,2.72,15.38,7.07,18.96,1.55,26.2,98.6,5.75
2016-10-01,15.65,102.92,31.72,43.47,29.62,161.27,66.59,118.13,57.6,108.77,89.75,78.64,804.06,650.5,1271,2600,5004,1035,4930,3768,7025,1544,212.15,398.8,54.55,439.6,1815,3033,1366.5,1463,2574.5,2696,3654.5,221.75,1814,17.06,21.89,2.72,15.38,7.07,18.96,1.55,26.2,98.6,5.75
2016-10-02,15.65,102.92,31.72,43.47,29.62,161.27,66.59,118.13,57.6,108.77,89.75,78.64,804.06,650.5,1271,2600,5004,1035,4930,3768,7025,1544,212.15,398.8,54.55,439.6,1815,3033,1366.5,1463,2574.5,2696,3654.5,221.75,1814,17.06,21.89,2.72,15.38,7.07,18.96,1.55,26.2,98.6,5.75
2016-10-03,15.63,102.45,31.5,43.43,29.64,161.07,66.51,118.81,57.42,108.25,88.66,78.9,800.38,652,1287,2603,5041,1053,4983,3829,7075,1569,214.95,396.9,54.71,445.6,1821,3112,1395,1485,2606.5,2770,3708,224.9,1832,17.56,22.29,2.8,16.02,7.18,19.66,1.6,26.25,99.45,5.82
2016-10-04,15.8,101.27,31.35,42.87,29.5,162.27,66.6,118.82,57.24,107.1,88.35,78.54,802.79,670,1301,2636,5025,1057,5042,3855,7170,1594,217.45,393.7,54.77,457.1,1859,3320,1408.5,1502,2619,2816,3763.5,227.8,1850,17.17,21.91,2.68,15.24,7.11,20.08,1.57,26.25,99.45,5.84
2016-10-05,16.11,102.23,31.59,43.91,29.5,166.4,67.69,119.18,57.64,106.01,88.85,80.15,801.23,673.5,1308,2593,5042,1043,4881,3785,7220,1572,214.95,396.8,54.7,451.7,1842,3259,1428,1468,2640.5,2823,3688.5,225.05,1819,17.7,22.31,2.8,15.7,7.21,20.62,1.63,26.3,99.25,5.86
2016-10-06,16.22,102.18,31.48,44.52,29.27,167.15,67.87,118.75,57.74,106.4,89.22,81.42,803.08,671,1308,2556,5026,1019,4863,3831,7205,1586,214.45,381.3,54.99,446.2,1823,3275,1429.5,1463,2619.5,2804,3694,222.5,1804,17.81,22.34,2.87,15.14,7.3,20.8,1.59,26.65,98.7,5.92
2016-10-07,16.13,102.27,31.47,44.22,29.08,169.83,68.11,119.24,57.8,105.99,90,81.31,800.71,675,1322,2505,5086,1005,4873.5,3833,7165,1587,223.6,364.8,52.5,444.2,1753,3190,1439,1468,2676.5,2770,3719.5,223.55,1806,17.89,22.56,2.98,15.17,7.11,21.03,1.59,26.55,98,5.92
2016-10-08,16.13,102.27,31.47,44.22,29.08,169.83,68.11,119.24,57.8,105.99,90,81.31,800.71,675,1322,2505,5086,1005,4873.5,3833,7165,1587,223.6,364.8,52.5,444.2,1753,3190,1439,1468,2676.5,2770,3719.5,223.55,1806,17.89,22.56,2.98,15.17,7.11,21.03,1.59,26.55,98,5.92
2016-10-09,16.13,102.27,31.47,44.22,29.08,169.83,68.11,119.24,57.8,105.99,90,81.31,800.71,675,1322,2505,5086,1005,4873.5,3833,7165,1587,223.6,364.8,52.5,444.2,1753,3190,1439,1468,2676.5,2770,3719.5,223.55,1806,17.89,22.56,2.98,15.17,7.11,21.03,1.59,26.55,98,5.92
2016-10-10,16.3,103.98,31.47,44.39,28.86,171.04,68.64,119.8,58.04,106.22,89.06,82.33,814.17,672.5,1347,2493,5096,990,4858.5,3817,7170,1593,228,362.7,52.38,442.1,1701,3158,1442.5,1475,2732.5,2769,3751.5,225.75,1836,18.11,22.76,3.01,15.57,7.17,21.54,1.6,26.55,98,5.92
2016-10-11,16.11,103.04,31.04,43.33,28.92,169.04,68.31,117.64,57.19,105.57,88.54,81.69,809.57,669,1333,2504,5051,1000,4883.5,3817,7080,1579,221.9,376.1,53.64,448.9,1728,3120,1438,1456,2679.5,2796,3754,226,1828,17.86,22.34,2.91,16.35,7.35,20.82,1.6,25.95,95.4,5.78
2016-10-12,16.03,102.15,30.34,43.47,28.9,169.3,68.13,117.97,57.11,106.08,88.57,81.44,811.77,666,1329,2463,4958.5,991,4839,3760,6925,1562,236.2,379.4,53.03,447,1691,3106,1449.5,1447,2707.5,2794,3723.5,223.65,1820,17.71,22.28,2.9,16.53,7.27,20.39,1.57,26.2,96.1,5.7
2016-10-13,15.83,100.79,30.17,42.15,28.77,167.42,67.74,118.26,56.92,105.92,88.24,81.53,804.08,658.5,1347,2435,4950.5,989,4882,3761,7015,1572,230.85,371.5,52.53,450.6,1723,3079,1382,1453,2576,2734,3596.5,223.9,1816,17.38,22.43,2.9,16.49,7.23,21.23,1.55,25.9,95.4,5.57
2016-10-14,16,101.08,30.18,41.67,28.89,170.52,67.52,117.56,57.42,106.83,88.43,81.32,804.6,657,1315,2461,4947,988.5,4886.5,3769,6940,1591,228.25,379.4,52.43,452.9,1706,3036,1386.5,1460,2596,2769,3547.5,225.05,1827,17.21,22.2,2.9,16.95,7.25,22.72,1.55,26.15,96.9,5.66
2016-10-15,16,101.08,30.18,41.67,28.89,170.52,67.52,117.56,57.42,106.83,88.43,81.32,804.6,657,1315,2461,4947,988.5,4886.5,3769,6940,1591,228.25,379.4,52.43,452.9,1706,3036,1386.5,1460,2596,2769,3547.5,225.05,1827,17.21,22.2,2.9,16.95,7.25,22.72,1.55,26.15,96.9,5.66
2016-10-16,16,101.08,30.18,41.67,28.89,170.52,67.52,117.56,57.42,106.83,88.43,81.32,804.6,657,1315,2461,4947,988.5,4886.5,3769,6940,1591,228.25,379.4,52.43,452.9,1706,3036,1386.5,1460,2596,2769,3547.5,225.05,1827,17.21,22.2,2.9,16.95,7.25,22.72,1.55,26.15,96.9,5.66
2016-10-17,16.05,101.36,30.22,41.1,28.85,169,67.17,118.49,57.22,106.85,87.83,80.98,806.84,650,1304,2450,4974.5,982,4817.5,3756,6750,1582,229.9,377.5,52.82,452.4,1664,2993,1367.5,1451,2588.5,2743,3504.5,224.45,1805,17.05,22.64,2.95,17.27,7.17,22.58,1.54,25.9,96.45,5.64
2016-10-18,16.26,101.79,30.44,40.65,28.98,172.63,67.7,115.41,57.66,106.95,87.45,81.39,821.49,650.5,1315,2483,5002,996.5,4798,3764,6695,1577,237.3,386.7,53.94,461.3,1721,3018,1377,1448,2615.5,2817,3495.5,226.15,1802,17.04,23,3.11,17.35,7.39,23.16,1.6,26.3,97.45,5.74
2016-10-19,16.47,102.27,30.35,41.72,29.06,174.51,68.35,114.59,57.53,106.26,85.54,83.44,827.09,654.5,1322,2490,4940.5,1004,4777,3753,6755,1589,238.8,393.1,54.87,461.3,1778,2988,1385,1460,2623.5,2805,3467.5,223.95,1820,16.84,22.76,3.16,17.53,7.28,23.95,1.7,26.35,97.65,5.68
2016-10-20,16.56,101.87,30.16,41.49,29.07,174.51,68.26,114.87,57.25,105.87,84.93,82.99,821.63,662,1343,2528,4977.5,1015,4803,3773,6640,1588,237.05,400.9,55.56,460.1,1755,3012,1398,1459,2618.5,2808,3489,223.5,1755,17.08,22.94,3.23,17.94,7.2,24.91,1.88,26.95,98.2,5.72
2016-10-21,16.67,101.3,30.15,41.54,28.98,174.67,68.49,113.44,59.66,105.62,84.33,80.47,824.06,661,1325,2522,4952,1025,4666,3775,6580,1582,237.55,399.7,55.14,458.2,1731,3005,1385,1454,2668.5,2806,3486.5,223.55,1749,16.98,22.94,3.34,17.97,7.28,25.65,1.86,26.95,98.2,5.72
2016-10-22,16.67,101.3,30.15,41.54,28.98,174.67,68.49,113.44,59.66,105.62,84.33,80.47,824.06,661,1325,2522,4952,1025,4666,3775,6580,1582,237.55,399.7,55.14,458.2,1731,3005,1385,1454,2668.5,2806,3486.5,223.55,1749,16.98,22.94,3.34,17.97,7.28,25.65,1.86,26.95,98.2,5.72
